,STATENAME,ACTIVITY LEVEL,WEEK,SEASON
6513,Virgin Islands,2,3,2017
6514,Virgin Islands,0,4,2017
6515,New York City,10,4,2017
6516,New York City,10,3,2017
6517,New York City,8,2,2017
6518,New York City,8,1,2017
6519,New York City,8,52,2017
6520,New York City,6,51,2017
6521,New York City,5,50,2017
6522,New York City,4,49,2017
6523,New York City,2,48,2017
6524,New York City,3,47,2017
6525,New York City,4,46,2017
6526,New York City,2,45,2017
6527,New York City,2,44,2017
6528,New York City,2,43,2017
6529,New York City,2,42,2017
6530,New York City,1,41,2017
6531,New York City,1,40,2017
