AREA,STATENAME,AGE GROUP,SEASON,WEEK,PERCENT P&I,NUM INFLUENZA AND PNEUMONIA DEATHS,TOTAL DEATHS,PERCENT COMPLETE
,,,,,,,,
State,Nevada,All,2015-16,42,5.1,21,412,> 100%
,,,,,,,,
State,Nevada,All,2015-16,43,7,28,400,> 100%
,,,,,,,,
State,Nevada,All,2015-16,44,4.8,21,435,> 100%
,,,,,,,,
State,Nevada,All,2015-16,45,5.2,24,460,> 100%
,,,,,,,,
State,Nevada,All,2015-16,46,5.5,26,476,> 100%
,,,,,,,,
State,Nevada,All,2015-16,47,6.8,32,468,> 100%
,,,,,,,,
State,Nevada,All,2015-16,48,6.7,31,464,> 100%
,,,,,,,,
State,Nevada,All,2015-16,49,4.7,24,507,> 100%
,,,,,,,,
State,Nevada,All,2015-16,50,7.3,32,440,> 100%
,,,,,,,,
State,Nevada,All,2015-16,51,7.8,32,409,> 100%
,,,,,,,,
State,Nevada,All,2015-16,52,8.4,43,510,> 100%
,,,,,,,,
State,Nevada,All,2015-16,1,6.8,33,485,> 100%
,,,,,,,,
State,Nevada,All,2015-16,2,7.6,36,475,> 100%
,,,,,,,,
State,Nevada,All,2015-16,3,8.4,40,474,> 100%
,,,,,,,,
State,Nevada,All,2015-16,4,8.6,39,451,> 100%
,,,,,,,,
State,Nevada,All,2015-16,5,9.4,49,523,> 100%
,,,,,,,,
State,Nevada,All,2015-16,6,9.8,49,501,> 100%
,,,,,,,,
State,Nevada,All,2015-16,7,12.2,59,483,> 100%
,,,,,,,,
State,Nevada,All,2015-16,8,8.5,43,507,> 100%
,,,,,,,,
State,Nevada,All,2015-16,9,9.8,46,468,> 100%
,,,,,,,,
State,Nevada,All,2015-16,10,7.2,36,497,> 100%
,,,,,,,,
State,Nevada,All,2015-16,11,10,46,462,> 100%
,,,,,,,,
State,Nevada,All,2015-16,12,9.5,45,476,> 100%
,,,,,,,,
State,Nevada,All,2015-16,13,8.6,41,474,> 100%
,,,,,,,,
State,Nevada,All,2015-16,14,8.9,44,492,> 100%
,,,,,,,,
State,Nevada,All,2015-16,15,8.3,36,434,> 100%
,,,,,,,,
State,Nevada,All,2015-16,16,9.5,46,486,> 100%
,,,,,,,,
State,Nevada,All,2015-16,17,7.8,36,461,> 100%
,,,,,,,,
State,Nevada,All,2015-16,18,7.7,31,401,> 100%
,,,,,,,,
State,Nevada,All,2015-16,19,7.2,34,471,> 100%
,,,,,,,,
State,Nevada,All,2015-16,20,8.1,34,418,> 100%
,,,,,,,,
State,Nevada,All,2015-16,21,7.3,29,396,> 100%
,,,,,,,,
State,Nevada,All,2015-16,22,6.6,29,441,> 100%
,,,,,,,,
State,Nevada,All,2015-16,23,7.7,34,439,> 100%
,,,,,,,,
State,Nevada,All,2015-16,24,6.6,27,410,> 100%
,,,,,,,,
State,Nevada,All,2015-16,25,5.7,24,420,> 100%
,,,,,,,,
State,Nevada,All,2015-16,26,7.3,33,450,> 100%
,,,,,,,,
State,Nevada,All,2015-16,27,4.8,21,433,> 100%
,,,,,,,,
State,Nevada,All,2015-16,28,7.1,33,467,> 100%
,,,,,,,,
State,Nevada,All,2015-16,29,4.5,19,424,> 100%
,,,,,,,,
State,Nevada,All,2015-16,30,7.3,33,455,> 100%
,,,,,,,,
State,Nevada,All,2015-16,31,5.8,28,480,> 100%
,,,,,,,,
State,Nevada,All,2015-16,32,5.2,24,460,> 100%
,,,,,,,,
State,Nevada,All,2015-16,33,6.6,30,457,> 100%
,,,,,,,,
State,Nevada,All,2015-16,34,6.8,32,470,> 100%
,,,,,,,,
State,Nevada,All,2015-16,35,5.6,25,445,> 100%
,,,,,,,,
State,Nevada,All,2015-16,36,7.1,33,467,> 100%
,,,,,,,,
State,Nevada,All,2015-16,37,5.7,24,418,> 100%
,,,,,,,,
State,Nevada,All,2015-16,38,8,37,461,> 100%
,,,,,,,,
State,Nevada,All,2015-16,39,4.6,20,438,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,40,8.3,18,217,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,41,5.6,14,249,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,42,3.4,7,207,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,43,8.4,17,203,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,44,6.6,17,257,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,45,5.1,11,214,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,46,7.7,16,209,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,47,5.1,12,235,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,48,4.1,9,220,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,49,6.3,14,224,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,50,7.3,13,177,88.70%
,,,,,,,,
State,New Hampshire,All,2015-16,51,5.4,12,223,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,52,7.9,19,242,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,1,7.3,19,261,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,2,6.9,16,233,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,3,7.2,18,250,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,4,4.8,11,230,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,5,9.6,24,249,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,6,6,16,265,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,7,3.8,10,266,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,8,4.7,12,255,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,9,8.5,21,248,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,10,9.2,22,240,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,11,9.9,21,213,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,12,7.8,20,256,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,13,8.4,21,251,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,14,8.5,22,260,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,15,8.2,19,233,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,16,8,20,251,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,17,9.9,22,223,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,18,8.4,19,225,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,19,6.4,14,219,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,20,4.1,9,217,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,21,6.3,14,221,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,22,5.4,12,222,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,23,7.8,17,217,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,24,5.1,10,197,98.70%
,,,,,,,,
State,New Hampshire,All,2015-16,25,6.4,14,220,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,26,7.9,18,229,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,27,6.7,15,224,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,28,7.7,15,195,97.70%
,,,,,,,,
State,New Hampshire,All,2015-16,29,2.2,5,225,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,30,3.5,8,228,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,31,5,10,202,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,32,6.3,13,207,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,33,4.3,9,208,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,34,10,22,220,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,35,4.8,10,207,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,36,6.6,15,228,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,37,3,7,234,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,38,7.1,16,226,> 100%
,,,,,,,,
State,New Hampshire,All,2015-16,39,7.4,17,230,> 100%
,,,,,,,,
State,New Jersey,All,2015-16,40,5.5,77,"1,407",> 100%
,,,,,,,,
State,New Jersey,All,2015-16,41,6.3,85,"1,355",> 100%
,,,,,,,,
State,New Jersey,All,2015-16,42,6.9,94,"1,366",> 100%
,,,,,,,,
State,New Jersey,All,2015-16,43,4.5,59,"1,305",98%
,,,,,,,,
State,New Jersey,All,2015-16,44,5.1,70,"1,371",> 100%
,,,,,,,,
State,New Jersey,All,2015-16,45,6,80,"1,329",99.80%
,,,,,,,,
State,New Jersey,All,2015-16,46,5.7,74,"1,288",96.70%
,,,,,,,,
State,New Jersey,All,2015-16,47,4.9,65,"1,329",99.80%
,,,,,,,,
State,New Jersey,All,2015-16,48,5.2,69,"1,334",> 100%
,,,,,,,,
State,New Jersey,All,2015-16,49,5,68,"1,361",> 100%
,,,,,,,,
State,New Jersey,All,2015-16,50,4.7,64,"1,371",> 100%
,,,,,,,,
State,New Jersey,All,2015-16,51,5.4,73,"1,345",> 100%
,,,,,,,,
State,New Jersey,All,2015-16,52,6.1,82,"1,352",> 100%
,,,,,,,,
State,New Jersey,All,2015-16,1,7.9,114,"1,449",> 100%
,,,,,,,,
State,New Jersey,All,2015-16,2,5.3,80,"1,520",> 100%
,,,,,,,,
State,New Jersey,All,2015-16,3,4.6,67,"1,442",> 100%
,,,,,,,,
State,New Jersey,All,2015-16,4,6.2,92,"1,493",> 100%
,,,,,,,,
State,New Jersey,All,2015-16,5,6.2,92,"1,494",> 100%
,,,,,,,,
State,New Jersey,All,2015-16,6,5.8,84,"1,445",> 100%
,,,,,,,,
State,New Jersey,All,2015-16,7,6,87,"1,448",> 100%
,,,,,,,,
State,New Jersey,All,2015-16,8,6.5,92,"1,414",> 100%
,,,,,,,,
State,New Jersey,All,2015-16,9,6.9,104,"1,508",> 100%
,,,,,,,,
State,New Jersey,All,2015-16,10,7.6,112,"1,482",> 100%
,,,,,,,,
State,New Jersey,All,2015-16,11,7.8,118,"1,505",> 100%
,,,,,,,,
State,New Jersey,All,2015-16,12,6.4,100,"1,551",> 100%
,,,,,,,,
State,New Jersey,All,2015-16,13,5.8,79,"1,367",> 100%
,,,,,,,,
State,New Jersey,All,2015-16,14,6.6,93,"1,405",> 100%
,,,,,,,,
State,New Jersey,All,2015-16,15,7.6,109,"1,430",> 100%
,,,,,,,,
State,New Jersey,All,2015-16,16,5.8,83,"1,441",> 100%
,,,,,,,,
State,New Jersey,All,2015-16,17,6.2,86,"1,398",> 100%
,,,,,,,,
State,New Jersey,All,2015-16,18,5.5,73,"1,337",> 100%
,,,,,,,,
State,New Jersey,All,2015-16,19,6.1,83,"1,363",> 100%
,,,,,,,,
State,New Jersey,All,2015-16,20,5.9,80,"1,358",> 100%
,,,,,,,,
State,New Jersey,All,2015-16,21,5.8,76,"1,316",98.80%
,,,,,,,,
State,New Jersey,All,2015-16,22,4.7,61,"1,307",98.10%
,,,,,,,,
State,New Jersey,All,2015-16,23,5.4,69,"1,280",96.10%
,,,,,,,,
State,New Jersey,All,2015-16,24,4.4,63,"1,424",> 100%
,,,,,,,,
State,New Jersey,All,2015-16,25,5.5,69,"1,264",94.90%
,,,,,,,,
State,New Jersey,All,2015-16,26,5.2,69,"1,323",99.30%
,,,,,,,,
State,New Jersey,All,2015-16,27,5.3,72,"1,362",> 100%
,,,,,,,,
State,New Jersey,All,2015-16,28,5.6,71,"1,279",96%
,,,,,,,,
State,New Jersey,All,2015-16,29,3.9,49,"1,258",94.50%
,,,,,,,,
State,New Jersey,All,2015-16,30,4.9,65,"1,314",98.70%
,,,,,,,,
State,New Jersey,All,2015-16,31,5.2,68,"1,301",97.70%
,,,,,,,,
State,New Jersey,All,2015-16,32,5.1,68,"1,344",> 100%
,,,,,,,,
State,New Jersey,All,2015-16,33,5.8,77,"1,335",> 100%
,,,,,,,,
State,New Jersey,All,2015-16,34,4.4,61,"1,375",> 100%
,,,,,,,,
State,New Jersey,All,2015-16,35,7.5,100,"1,328",99.70%
,,,,,,,,
State,New Jersey,All,2015-16,36,3.9,50,"1,287",96.60%
,,,,,,,,
State,New Jersey,All,2015-16,37,5.2,69,"1,329",99.80%
,,,,,,,,
State,New Jersey,All,2015-16,38,6.4,81,"1,265",95%
,,,,,,,,
State,New Jersey,All,2015-16,39,4.9,65,"1,332",> 100%
,,,,,,,,
State,New Mexico,All,2015-16,40,7.2,25,347,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,41,7.4,22,296,95.70%
,,,,,,,,
State,New Mexico,All,2015-16,42,6.3,20,320,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,43,4.1,13,315,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,44,7.6,25,327,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,45,8.2,30,368,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,46,6.9,26,379,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,47,6.1,19,314,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,48,8.8,31,354,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,49,5.8,19,328,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,50,5.1,18,355,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,51,6.9,24,349,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,52,7.9,28,356,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,1,9.4,36,384,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,2,8.3,30,362,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,3,9.5,36,377,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,4,9.2,34,369,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,5,4.7,17,363,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,6,7.7,29,378,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,7,9.8,39,399,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,8,8.8,33,374,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,9,8.9,34,383,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,10,11.6,49,421,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,11,11.3,45,400,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,12,10.3,39,377,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,13,9.4,39,416,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,14,9.5,38,401,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,15,7.2,25,345,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,16,5.7,21,366,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,17,6.4,21,326,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,18,6.1,22,363,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,19,9.7,33,339,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,20,7.5,24,321,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,21,6.7,23,344,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,22,8.4,31,370,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,23,8.5,26,307,99.30%
,,,,,,,,
State,New Mexico,All,2015-16,24,4.6,15,329,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,25,8,25,313,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,26,6.5,21,325,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,27,5.4,18,334,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,28,6.1,21,342,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,29,5.4,18,331,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,30,4.2,14,331,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,31,5.3,18,340,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,32,4.7,14,300,97%
,,,,,,,,
State,New Mexico,All,2015-16,33,6.6,23,349,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,34,5.5,17,310,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,35,6.2,21,337,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,36,5,16,317,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,37,6.8,24,354,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,38,6.7,22,327,> 100%
,,,,,,,,
State,New Mexico,All,2015-16,39,8.1,23,284,91.90%
,,,,,,,,
State,New York,All,2015-16,40,6.7,133,"1,973",> 100%
,,,,,,,,
State,New York,All,2015-16,41,6.6,121,"1,830",> 100%
,,,,,,,,
State,New York,All,2015-16,42,7.8,152,"1,942",> 100%
,,,,,,,,
State,New York,All,2015-16,43,7.4,141,"1,898",> 100%
,,,,,,,,
State,New York,All,2015-16,44,7.7,146,"1,887",> 100%
,,,,,,,,
State,New York,All,2015-16,45,6.7,122,"1,816",99.60%
,,,,,,,,
State,New York,All,2015-16,46,6.8,126,"1,848",> 100%
,,,,,,,,
State,New York,All,2015-16,47,6.8,125,"1,844",> 100%
,,,,,,,,
State,New York,All,2015-16,48,7.2,135,"1,875",> 100%
,,,,,,,,
State,New York,All,2015-16,49,7.6,148,"1,954",> 100%
,,,,,,,,
State,New York,All,2015-16,50,7.6,141,"1,852",> 100%
,,,,,,,,
State,New York,All,2015-16,51,7.1,131,"1,857",> 100%
,,,,,,,,
State,New York,All,2015-16,52,8.5,155,"1,823",> 100%
,,,,,,,,
State,New York,All,2015-16,1,7.4,150,"2,026",> 100%
,,,,,,,,
State,New York,All,2015-16,2,8.2,171,"2,083",> 100%
,,,,,,,,
State,New York,All,2015-16,3,7.6,156,"2,042",> 100%
,,,,,,,,
State,New York,All,2015-16,4,7.9,166,"2,114",> 100%
,,,,,,,,
State,New York,All,2015-16,5,8,169,"2,101",> 100%
,,,,,,,,
State,New York,All,2015-16,6,7.1,138,"1,944",> 100%
,,,,,,,,
State,New York,All,2015-16,7,8.4,172,"2,050",> 100%
,,,,,,,,
State,New York,All,2015-16,8,9.6,195,"2,038",> 100%
,,,,,,,,
State,New York,All,2015-16,9,8.2,170,"2,061",> 100%
,,,,,,,,
State,New York,All,2015-16,10,8.7,187,"2,153",> 100%
,,,,,,,,
State,New York,All,2015-16,11,7.8,152,"1,950",> 100%
,,,,,,,,
State,New York,All,2015-16,12,9,184,"2,051",> 100%
,,,,,,,,
State,New York,All,2015-16,13,8.5,172,"2,021",> 100%
,,,,,,,,
State,New York,All,2015-16,14,9,181,"2,002",> 100%
,,,,,,,,
State,New York,All,2015-16,15,9.3,185,"1,998",> 100%
,,,,,,,,
State,New York,All,2015-16,16,7.7,151,"1,964",> 100%
,,,,,,,,
State,New York,All,2015-16,17,6.9,130,"1,886",> 100%
,,,,,,,,
State,New York,All,2015-16,18,6.9,132,"1,926",> 100%
,,,,,,,,
State,New York,All,2015-16,19,6.7,120,"1,791",98.20%
,,,,,,,,
State,New York,All,2015-16,20,7.1,130,"1,835",> 100%
,,,,,,,,
State,New York,All,2015-16,21,6.7,131,"1,943",> 100%
,,,,,,,,
State,New York,All,2015-16,22,6.4,110,"1,711",93.90%
,,,,,,,,
State,New York,All,2015-16,23,6.3,110,"1,740",95.50%
,,,,,,,,
State,New York,All,2015-16,24,6.5,125,"1,932",> 100%
,,,,,,,,
State,New York,All,2015-16,25,6.4,117,"1,821",99.90%
,,,,,,,,
State,New York,All,2015-16,26,6.7,119,"1,773",97.30%
,,,,,,,,
State,New York,All,2015-16,27,7.6,141,"1,859",> 100%
,,,,,,,,
State,New York,All,2015-16,28,5.7,98,"1,731",95%
,,,,,,,,
State,New York,All,2015-16,29,7.5,132,"1,762",96.70%
,,,,,,,,
State,New York,All,2015-16,30,6.1,112,"1,832",> 100%
,,,,,,,,
State,New York,All,2015-16,31,5.9,104,"1,772",97.20%
,,,,,,,,
State,New York,All,2015-16,32,7.4,133,"1,801",98.80%
,,,,,,,,
State,New York,All,2015-16,33,6.4,113,"1,773",97.30%
,,,,,,,,
State,New York,All,2015-16,34,7,124,"1,767",96.90%
,,,,,,,,
State,New York,All,2015-16,35,6,106,"1,779",97.60%
,,,,,,,,
State,New York,All,2015-16,36,5.6,104,"1,852",> 100%
,,,,,,,,
State,New York,All,2015-16,37,6.5,116,"1,775",97.40%
,,,,,,,,
State,New York,All,2015-16,38,4.9,91,"1,857",> 100%
,,,,,,,,
State,New York,All,2015-16,39,6.8,126,"1,860",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,40,6.1,101,"1,664",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,41,6.7,108,"1,614",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,42,6.7,113,"1,689",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,43,7.5,127,"1,685",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,44,7.6,136,"1,783",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,45,7.4,122,"1,650",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,46,6.8,116,"1,698",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,47,6.8,116,"1,699",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,48,7.3,126,"1,718",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,49,8.3,149,"1,802",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,50,6.2,104,"1,669",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,51,8.5,156,"1,844",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,52,9,152,"1,689",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,1,10.2,193,"1,896",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,2,10.1,186,"1,838",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,3,8.1,154,"1,897",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,4,9.4,180,"1,925",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,5,7.9,149,"1,894",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,6,7.9,145,"1,827",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,7,7.5,139,"1,854",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,8,6.9,123,"1,776",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,9,8.1,151,"1,874",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,10,8.7,162,"1,856",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,11,8.9,150,"1,682",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,12,9.8,182,"1,860",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,13,7.3,132,"1,814",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,14,8.5,144,"1,701",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,15,7.1,126,"1,787",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,16,7.4,125,"1,678",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,17,8.4,139,"1,653",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,18,7.8,131,"1,677",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,19,7.1,123,"1,741",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,20,8,128,"1,606",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,21,5.7,94,"1,652",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,22,8.2,137,"1,675",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,23,5.9,98,"1,650",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,24,6.3,101,"1,614",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,25,7,113,"1,619",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,26,6.6,112,"1,706",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,27,6.3,103,"1,627",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,28,5.7,95,"1,662",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,29,7.2,115,"1,596",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,30,5.9,93,"1,576",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,31,5.7,90,"1,576",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,32,5.7,89,"1,563",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,33,7,113,"1,609",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,34,6,99,"1,650",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,35,6.7,110,"1,642",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,36,5.9,97,"1,645",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,37,6.1,95,"1,567",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,38,7.7,128,"1,669",> 100%
,,,,,,,,
State,North Carolina,All,2015-16,39,5.1,86,"1,679",> 100%
,,,,,,,,
State,North Dakota,All,2015-16,40,10.8,11,102,89.60%
,,,,,,,,
State,North Dakota,All,2015-16,41,7,8,114,> 100%
,,,,,,,,
State,North Dakota,All,2015-16,42,12.3,14,114,> 100%
,,,,,,,,
State,North Dakota,All,2015-16,43,5.2,6,116,> 100%
,,,,,,,,
State,North Dakota,All,2015-16,44,7.8,9,115,> 100%
,,,,,,,,
State,North Dakota,All,2015-16,45,8,10,125,> 100%
,,,,,,,,
State,North Dakota,All,2015-16,46,6.2,7,113,99.30%
,,,,,,,,
State,North Dakota,All,2015-16,47,7.3,8,110,96.60%
,,,,,,,,
State,North Dakota,All,2015-16,48,9.1,10,110,96.60%
,,,,,,,,
State,North Dakota,All,2015-16,49,6.4,8,125,> 100%
,,,,,,,,
State,North Dakota,All,2015-16,50,10.1,11,109,95.80%
,,,,,,,,
State,North Dakota,All,2015-16,51,8.9,10,112,98.40%
,,,,,,,,
State,North Dakota,All,2015-16,52,10.5,11,105,92.20%
,,,,,,,,
State,North Dakota,All,2015-16,1,8.9,9,101,88.70%
,,,,,,,,
State,North Dakota,All,2015-16,2,14,17,121,> 100%
,,,,,,,,
State,North Dakota,All,2015-16,3,4.8,6,125,> 100%
,,,,,,,,
State,North Dakota,All,2015-16,4,3.3,4,122,> 100%
,,,,,,,,
State,North Dakota,All,2015-16,5,6.7,8,119,> 100%
,,,,,,,,
State,North Dakota,All,2015-16,6,11.2,13,116,> 100%
,,,,,,,,
State,North Dakota,All,2015-16,7,6.6,9,136,> 100%
,,,,,,,,
State,North Dakota,All,2015-16,8,9.6,11,114,> 100%
,,,,,,,,
State,North Dakota,All,2015-16,9,8.1,10,123,> 100%
,,,,,,,,
State,North Dakota,All,2015-16,10,9.8,13,133,> 100%
,,,,,,,,
State,North Dakota,All,2015-16,11,11.8,15,127,> 100%
,,,,,,,,
State,North Dakota,All,2015-16,12,8.1,10,123,> 100%
,,,,,,,,
State,North Dakota,All,2015-16,13,9.2,11,119,> 100%
,,,,,,,,
State,North Dakota,All,2015-16,14,14.5,17,117,> 100%
,,,,,,,,
State,North Dakota,All,2015-16,15,10.2,11,108,94.90%
,,,,,,,,
State,North Dakota,All,2015-16,16,6.1,8,132,> 100%
,,,,,,,,
State,North Dakota,All,2015-16,17,9.8,12,123,> 100%
,,,,,,,,
State,North Dakota,All,2015-16,18,9.4,12,128,> 100%
,,,,,,,,
State,North Dakota,All,2015-16,19,4.7,5,107,94%
,,,,,,,,
State,North Dakota,All,2015-16,20,4.8,6,124,> 100%
,,,,,,,,
State,North Dakota,All,2015-16,21,8.6,10,116,> 100%
,,,,,,,,
State,North Dakota,All,2015-16,22,7,8,115,> 100%
,,,,,,,,
State,North Dakota,All,2015-16,23,7.2,10,139,> 100%
,,,,,,,,
State,North Dakota,All,2015-16,24,9.6,11,115,> 100%
,,,,,,,,
State,North Dakota,All,2015-16,25,10.7,12,112,98.40%
,,,,,,,,
State,North Dakota,All,2015-16,26,7,8,115,> 100%
,,,,,,,,
State,North Dakota,All,2015-16,27,13.3,13,98,86.10%
,,,,,,,,
